1.000000000000000000e+02,2.000000000000000000e+02,3.000000000000000000e+02,4.000000000000000000e+02,5.000000000000000000e+02
1.017640050000409246e+00,1.065756500000134110e+00,1.678106400000615395e+00,2.243019899999126210e+00,1.664918150000630703e+00
1.089349899999433546e+00,1.181442549999701441e+00,1.276091449999512406e+00,1.524265499999273743e+00,1.641962350000540027e+00
1.096532349999506550e+00,1.188002300000334799e+00,1.267834049999692070e+00,1.602420749999510008e+00,1.581951850000223203e+00
